nr,word1,word2,similarity,relatedness,wu_palmer,leacock_chodorow
402,plaża,morze,0.14,8.14,0.14285714285714285,1.0280287236002434
403,kręgielnia,kula,0.0,7.71,0.6153846153846154,1.1072099696478683
404,słoik,butelka,1.71,6.57,0.875,1.505149978319906
405,siła,zdolność,2.0,4.29,0.6666666666666666,1.505149978319906
406,nasiona,musztarda,0.0,2.43,0.2,1.3290587192642247
407,gitara,bęben,1.14,6.57,0.625,1.0280287236002434
408,opinia,idea,1.43,3.57,0.25,1.0280287236002434
409,północ,zachód,0.43,7.29,0.16666666666666666,0.9030899869919435
410,dieta,sałatka,0.14,5.71,0.15384615384615385,0.9030899869919435
411,matka,żona,3.0,8.29,0.75,1.2041199826559248
412,tata,matka,2.43,8.86,0.8571428571428571,1.505149978319906
413,kapitan,żeglarz,4.86,8.0,N/A,N/A
414,metr,jard,1.86,8.57,0.7142857142857143,1.3290587192642247
415,piwo,szampan,1.29,8.14,0.7142857142857143,1.2041199826559248
416,silnik,łódź,0.0,5.57,0.16666666666666666,0.9610819339696304
417,karta,brydż,0.71,8.71,0.2857142857142857,1.1072099696478683
418,nauka,psychologia,2.86,7.0,0.875,1.505149978319906
419,grzesznik,święty,0.29,6.14,0.6666666666666666,1.2041199826559248
420,destrukcja,konstrukcja,0.86,6.14,0.25,1.1072099696478683
421,tłum,zgraja,6.14,7.43,0.7272727272727273,1.3290587192642247
422,plaża,rafa,0.14,3.43,0.18181818181818182,0.9030899869919435
423,mężczyzna,dziecko,1.0,4.43,0.7272727272727273,1.3290587192642247
424,chleb,ser,0.71,5.29,0.7692307692307693,1.3290587192642247
425,mistrz,zwycięzca,5.71,6.86,0.9230769230769231,1.806179973983887
426,uroczystość,ceremonia,8.71,9.29,0.8571428571428571,1.806179973983887
427,menu,zamówienie,0.43,6.43,0.18181818181818182,0.8519374645445623
428,król,księżniczka,1.14,8.14,0.5333333333333333,0.9610819339696304
429,bogactwo,prestiż,1.29,6.43,0.2,0.9030899869919435
430,wytrzymałość,siła,4.29,6.43,0.6666666666666666,1.505149978319906
431,niebezpieczeństwo,zagrożenie,9.29,9.71,0.25,1.0280287236002434
432,bóg,ksiądz,0.0,6.0,0.6,1.2041199826559248
433,mężczyźni,bractwo,2.43,5.14,0.16666666666666666,0.9610819339696304
434,kumpel,kompan,7.71,8.57,0.8421052631578947,1.806179973983887
435,nauczyciel,pomocnik,0.71,3.43,0.6666666666666666,1.2041199826559248
436,ciało,żołądek,0.43,6.14,0.2222222222222222,0.9610819339696304
437,język,gardło,1.0,5.43,0.18181818181818182,0.9030899869919435
438,dom,dywan,0.14,4.14,0.375,1.0280287236002434
439,inteligencja,umiejętność,3.71,6.14,0.5714285714285714,1.3290587192642247
440,podróż,podbój,1.29,4.0,0.14285714285714285,0.8519374645445623
441,bóg,modlitwa,0.0,8.29,0.25,1.0280287236002434
442,brat,dusza,0.0,1.14,0.6666666666666666,1.2041199826559248
443,adwersarz,oponent,9.43,9.86,0.9090909090909091,1.806179973983887
444,śmierć,katastrofa,1.86,6.71,0.2857142857142857,1.2041199826559248
445,potwór,demon,6.86,8.14,0.6,1.2041199826559248
446,dzień,poranek,4.14,8.57,N/A,N/A
447,człowiek,zwycięzca,1.29,4.29,0.8,1.505149978319906
448,znajomy,facet,3.71,5.29,0.7272727272727273,1.3290587192642247
449,piosenka,opowieść,1.86,4.0,0.7142857142857143,1.2041199826559248
450,promień,słońce,2.57,8.14,0.4444444444444444,1.1072099696478683
451,facet,ogier,0.86,2.71,0.3076923076923077,1.0280287236002434
452,kurczak,ryż,0.29,5.71,0.125,0.8519374645445623
453,kabina,winda,3.29,6.43,0.16666666666666666,1.1072099696478683
454,masło,ziemniak,0.29,5.86,0.46153846153846156,1.1072099696478683
455,mieszkanie,meble,0.14,7.0,0.18181818181818182,0.9030899869919435
456,jezioro,bagno,1.57,5.0,0.16666666666666666,1.0280287236002434
457,sałatka,ocet,0.14,5.29,0.15384615384615385,1.2041199826559248
458,kwiat,cebulka,0.29,5.86,N/A,N/A
459,chmura,mgła,2.71,6.57,0.6666666666666666,1.505149978319906
460,kierowca,pilot,3.43,6.57,0.6153846153846154,1.2041199826559248
461,cukier,miód,1.57,6.71,0.8333333333333334,1.505149978319906
462,ciało,bark,1.71,7.86,0.15384615384615385,0.7647872888256622
463,idea,wyobrażenie,6.43,7.71,0.6666666666666666,1.3290587192642247
464,ojciec,brat,1.43,7.29,0.7692307692307693,1.3290587192642247
465,księżyc,planeta,2.43,6.86,0.7272727272727273,1.3290587192642247
466,bal,kostium,0.0,7.0,0.14285714285714285,0.8519374645445623
467,barierka,płot,6.0,7.86,0.7142857142857143,1.2041199826559248
468,pokój,łóżko,0.0,5.71,0.16666666666666666,0.9610819339696304
469,kwiat,krzew,2.29,6.86,0.8,1.505149978319906
470,kość,kolano,0.43,6.57,0.5714285714285714,1.3290587192642247
471,ramię,kolano,0.43,6.29,0.5,1.2041199826559248
472,dno,strona,0.71,1.71,0.2222222222222222,1.2041199826559248
473,naczynie,żyła,2.29,3.43,0.9090909090909091,1.806179973983887
474,kot,królik,0.71,6.71,0.5714285714285714,1.2041199826559248
475,mięso,kanapka,0.29,4.71,0.7692307692307693,1.3290587192642247
476,wiara,koncept,2.29,4.43,0.2222222222222222,1.0280287236002434
477,inteligencja,wnikliwość,2.29,6.14,0.8,1.505149978319906
478,uwaga,zainteresowanie,7.0,7.86,0.2,0.9030899869919435
479,postawa,pewność,1.14,3.43,0.2222222222222222,1.1072099696478683
480,słuszność,sprawiedliwość,3.43,5.71,0.5714285714285714,1.3290587192642247
481,prawo,zgoda,0.29,3.43,0.2222222222222222,0.9610819339696304
482,głębokość,wielkość,1.43,6.29,0.8571428571428571,1.806179973983887
483,medium,wiadomość,0.29,5.86,0.25,1.1072099696478683
484,zwycięzca,kandydat,0.57,4.0,0.7272727272727273,1.3290587192642247
485,urodziny,data,2.29,6.14,0.5,1.2041199826559248
486,opłata,płatność,8.71,9.43,0.25,1.1072099696478683
487,Biblia,hymn,0.0,1.14,0.2222222222222222,0.9610819339696304
488,wyjście,drzwi,6.14,7.57,0.2,0.9030899869919435
489,mężczyzna,wartownik,1.14,4.43,0.6666666666666666,1.2041199826559248
490,przejście,hol,3.43,7.0,0.2222222222222222,0.9610819339696304
491,whisky,gin,2.57,8.0,0.75,1.2041199826559248
492,krew,szpik,0.71,7.71,0.5714285714285714,1.3290587192642247
493,olej,norka,0.0,0.0,0.18181818181818182,0.8519374645445623
494,podłoga,pokład,2.71,5.43,0.18181818181818182,1.3290587192642247
495,dach,podłoga,0.43,6.29,0.18181818181818182,1.1072099696478683
496,drzwi,podłoga,0.43,5.14,0.18181818181818182,1.1072099696478683
497,bark,głowa,1.43,5.29,0.15384615384615385,0.7647872888256622
498,wóz,powóz,5.14,8.29,0.7058823529411765,1.1072099696478683
499,samochód,pojazd,6.43,8.43,0.8333333333333334,1.505149978319906
500,łokieć,kostka,1.0,6.43,0.5882352941176471,1.0280287236002434
501,bogactwo,sława,0.71,4.86,0.2,0.9030899869919435
502,żal,wstyd,1.86,4.86,0.8571428571428571,1.505149978319906
503,administracja,zarząd,5.57,8.0,0.4,1.0280287236002434
504,komunikacja,konwersacja,4.29,8.0,0.2857142857142857,1.1072099696478683
505,zanieczyszczenie,atmosfera,0.0,6.57,0.3333333333333333,1.2041199826559248
506,anatomia,biologia,2.43,6.86,N/A,N/A
507,uczelnia,zawód,0.0,5.14,0.16666666666666666,0.8519374645445623
508,książka,temat,0.0,5.71,0.5,1.1072099696478683
509,wzór,równanie,7.14,8.57,0.16666666666666666,0.9030899869919435
510,książka,informacja,0.29,5.29,0.25,1.2041199826559248
511,chłopak,partner,7.14,8.71,0.8,1.505149978319906
512,niebo,wszechświat,1.71,4.71,0.6666666666666666,1.505149978319906
513,populacja,ludzie,6.86,7.86,N/A,N/A
514,uczelnia,klasa,1.14,4.43,0.2222222222222222,0.9610819339696304
515,szef,major,1.71,4.14,0.6153846153846154,1.2041199826559248
516,rabin,pastor,2.71,7.0,0.8333333333333334,1.505149978319906
517,metr,cal,1.71,8.43,0.7142857142857143,1.3290587192642247
518,poliester,bawełna,1.0,6.86,0.5714285714285714,1.0280287236002434
519,prawnik,bankier,0.71,4.71,0.6666666666666666,1.1072099696478683
520,skrzypce,instrument,4.29,8.57,0.7692307692307693,1.3290587192642247
521,obóz,chatka,0.57,3.14,0.2857142857142857,1.1072099696478683
522,garnek,urządzenie,0.71,2.57,0.15384615384615385,0.9030899869919435
523,len,tkanina,3.57,6.29,0.14285714285714285,0.9610819339696304
524,whisky,szampan,1.29,7.43,0.625,1.0280287236002434
525,dziewczynka,dziecko,4.57,8.0,0.9230769230769231,1.806179973983887
526,chatka,domek,8.0,8.86,0.2222222222222222,1.0280287236002434
527,ptak,kura,3.57,8.43,0.9523809523809523,1.806179973983887
528,rakieta,hałas,0.0,6.43,0.2222222222222222,0.9610819339696304
529,zachód,wieczór,3.57,7.86,0.25,1.0280287236002434
530,mżawka,deszcz,6.57,9.14,0.8888888888888888,1.806179973983887
531,dorosły,niemowlę,1.14,6.86,0.6666666666666666,1.2041199826559248
532,grafit,węgiel,5.0,8.29,0.9333333333333333,1.806179973983887
533,ciało,kręgosłup,0.57,7.0,0.18181818181818182,0.9610819339696304
534,głowa,paznokieć,0.29,5.0,0.2857142857142857,1.1072099696478683
535,drewno,kloc,2.14,6.71,0.2,1.0280287236002434
536,łyżeczka,filiżanka,0.29,7.43,0.625,1.1072099696478683
537,ciało,nerw,0.43,6.86,0.2,0.9030899869919435
538,mężczyzna,mąż,4.71,8.43,0.9090909090909091,1.806179973983887
539,kość,kark,0.29,4.43,N/A,N/A
540,frustracja,złość,5.0,7.71,0.7058823529411765,1.1072099696478683
541,rzeka,morze,1.29,6.43,0.13333333333333333,1.2041199826559248
542,zadanie,praca,3.57,6.57,0.18181818181818182,0.9610819339696304
543,klub,stowarzyszenie,6.0,7.57,0.7272727272727273,1.3290587192642247
544,odzwierciedlenie,obraz,5.86,7.57,0.16666666666666666,0.8061799739838872
545,książę,król,4.0,8.71,0.8,1.3290587192642247
546,śnieg,pogoda,1.14,6.57,0.5714285714285714,1.3290587192642247
547,społeczeństwo,partia,0.0,5.14,0.7272727272727273,1.3290587192642247
548,chłopiec,brat,2.86,7.0,0.7272727272727273,1.3290587192642247
549,korzeń,trawa,0.14,6.71,0.16666666666666666,1.1072099696478683
550,brew,oko,0.29,6.71,N/A,N/A
551,pieniądz,perła,0.43,3.57,0.2,1.1072099696478683
552,pieniądz,diament,0.43,4.43,0.15384615384615385,0.9610819339696304
553,pojazd,autobus,5.29,8.29,0.7692307692307693,1.3290587192642247
554,taksówka,autobus,1.43,6.71,0.14285714285714285,0.8519374645445623
555,dom,stodoła,1.43,4.29,0.8,1.3290587192642247
556,palec,dłoń,1.14,7.86,0.25,1.1072099696478683
557,samochód,most,0.0,3.86,0.4,0.9030899869919435
558,wysiłek,trudność,2.86,6.86,0.6666666666666666,1.505149978319906
559,fakt,spostrzeżenie,3.57,6.0,0.25,1.0280287236002434
560,praca,zarządzanie,2.86,5.86,0.125,0.9030899869919435
561,rak,choroba,3.86,7.86,0.2222222222222222,1.3290587192642247
562,słowo,gazeta,0.71,5.57,0.35294117647058826,0.8519374645445623
563,kompozytor,pisarz,1.43,6.57,0.8235294117647058,1.3290587192642247
564,aktor,piosenkarz,1.57,6.29,0.7368421052631579,1.2041199826559248
565,schronienie,szałas,5.43,7.14,0.16666666666666666,0.9030899869919435
566,łazienka,kuchnia,0.71,7.14,0.75,1.505149978319906
567,chata,domek,6.57,8.43,0.8571428571428571,1.505149978319906
568,drzwi,kuchnia,0.29,6.0,0.2222222222222222,1.0280287236002434
569,wartość,wiara,0.86,4.43,0.4444444444444444,1.1072099696478683
570,mądrość,inteligencja,5.0,8.14,0.5,1.3290587192642247
571,ignorancja,inteligencja,0.57,4.29,0.4444444444444444,1.2041199826559248
572,szczęście,traf,6.0,7.43,0.2857142857142857,1.1072099696478683
573,pomysł,plan,4.43,6.71,0.6666666666666666,1.3290587192642247
574,nastrój,emocja,4.0,7.86,0.8333333333333334,1.505149978319906
575,szczęście,spokój,2.14,6.14,0.2,1.1072099696478683
576,rozpacz,niedola,3.43,6.71,0.18181818181818182,1.0280287236002434
577,logika,arytmetyka,2.0,6.29,0.25,1.0280287236002434
578,zaprzeczenie,spowiedź,0.43,1.71,0.25,1.0280287236002434
579,spór,krytyka,1.57,3.86,0.25,1.0280287236002434
580,agresja,wrogość,4.71,7.86,0.15384615384615385,1.0280287236002434
581,histeria,zamieszanie,3.0,4.86,0.18181818181818182,0.8519374645445623
582,chemia,teoria,0.71,5.0,0.13333333333333333,0.8061799739838872
583,rozprawa,werdykt,0.29,7.43,0.5714285714285714,1.0280287236002434
584,komfort,bezpieczeństwo,3.0,6.86,0.5,1.2041199826559248
585,pewność,ego,2.14,4.71,N/A,N/A
586,wzrok,percepcja,3.0,6.71,0.2857142857142857,1.1072099696478683
587,era,dekada,2.86,6.71,0.18181818181818182,0.9030899869919435
588,biografia,fikcja,0.86,6.29,0.25,1.0280287236002434
589,dyskusja,spór,5.29,7.14,0.25,1.0280287236002434
590,kod,symbol,3.43,5.71,0.16666666666666666,1.3290587192642247
591,niebezpieczeństwo,choroba,0.43,4.71,0.2857142857142857,1.2041199826559248
592,wypadek,katastrofa,6.86,8.14,0.6666666666666666,1.505149978319906
593,podróż,wycieczka,6.57,8.71,0.8571428571428571,1.505149978319906
594,aktywność,ruch,7.71,8.71,0.25,1.2041199826559248
595,plotka,wiadomość,3.71,6.29,0.7692307692307693,1.3290587192642247
596,ojciec,bóg,2.71,5.0,0.5,1.1072099696478683
597,akcja,przebieg,3.14,5.86,0.9090909090909091,1.806179973983887
598,gorączka,choroba,1.29,7.71,0.2222222222222222,1.3290587192642247
599,lotnictwo,lot,0.0,8.71,0.16666666666666666,0.8519374645445623
600,gra,akcja,1.43,5.86,0.15384615384615385,0.9610819339696304
601,cząsteczka,powietrze,0.29,5.29,0.4444444444444444,1.1072099696478683
602,dom,państwo,1.29,1.71,0.15384615384615385,1.0280287236002434
603,słowo,literatura,1.57,6.86,0.26666666666666666,1.0280287236002434
604,dorosły,opiekun,3.0,4.29,0.8,1.505149978319906
605,gazeta,informacja,1.57,8.0,0.16666666666666666,0.9030899869919435
606,komunikacja,telewizja,0.86,6.43,0.2222222222222222,0.9610819339696304
607,kuzyn,wuj,2.43,7.71,0.8333333333333334,1.505149978319906
608,autor,czytelnik,0.57,7.71,0.6666666666666666,1.2041199826559248
609,facet,partner,5.29,7.57,0.8,1.505149978319906
610,obszar,zakątek,4.0,5.43,0.2857142857142857,1.2041199826559248
611,ballada,piosenka,5.57,8.14,0.7142857142857143,1.2041199826559248
612,ściana,dekoracja,0.0,5.43,0.16666666666666666,1.505149978319906
613,słowo,strona,0.29,4.14,0.2,1.1072099696478683
614,pielęgniarka,naukowiec,1.0,2.57,0.25,1.0280287236002434
615,polityk,prezydent,4.71,8.43,0.875,1.505149978319906
616,prezydent,burmistrz,4.14,7.43,0.875,1.505149978319906
617,książka,esej,3.0,5.71,0.8333333333333334,1.505149978319906
618,mężczyzna,wojownik,2.57,6.71,0.8,1.505149978319906
619,artykuł,czasopismo,0.43,7.29,0.5,1.0280287236002434
620,śniadanie,kolacja,0.86,8.57,0.8571428571428571,1.505149978319906
621,tłum,parada,1.86,5.43,0.2222222222222222,0.9610819339696304
622,przejście,korytarz,5.0,7.29,0.25,1.0280287236002434
623,nauczyciel,rabin,2.14,5.57,0.6666666666666666,1.2041199826559248
624,biodro,usta,0.57,4.0,N/A,N/A
625,książka,artykuł,1.43,5.0,0.8333333333333334,1.505149978319906
626,pokój,cela,3.0,4.43,0.75,1.505149978319906
627,kabina,budka,5.57,6.71,0.18181818181818182,1.2041199826559248
628,córka,dzieciak,3.86,6.0,0.25,1.1072099696478683
629,kończyna,noga,6.14,9.14,0.18181818181818182,0.9030899869919435
630,wątroba,płuco,1.14,7.14,N/A,N/A
631,klasa,korytarz,0.43,5.0,0.25,1.0280287236002434
632,góra,grań,2.43,7.43,0.2857142857142857,1.1072099696478683
633,klatka,winda,1.0,5.29,0.875,1.505149978319906
634,łóżko,kanapa,3.0,8.0,0.9411764705882353,1.806179973983887
635,ubranie,guzik,0.14,6.0,0.16666666666666666,0.9610819339696304
636,ubranie,płaszcz,3.0,7.43,0.2222222222222222,0.9610819339696304
637,nerka,organ,4.14,8.57,0.2,0.9610819339696304
638,jabłko,sos,0.0,2.86,0.42857142857142855,1.1072099696478683
639,kurczak,stek,1.0,5.29,0.125,1.0280287236002434
640,samochód,szlauch,0.0,1.57,0.18181818181818182,0.9030899869919435
641,tytoń,papieros,1.43,8.71,0.15384615384615385,0.9610819339696304
642,student,profesor,1.0,8.57,0.5714285714285714,1.0280287236002434
643,niemowlę,córka,2.57,6.29,0.6153846153846154,1.1072099696478683
644,fajka,cygaro,1.71,8.14,0.8571428571428571,1.505149978319906
645,mleko,sok,1.43,7.0,0.2222222222222222,1.1072099696478683
646,pudełko,cygaro,0.0,5.43,0.2,1.0280287236002434
647,apartament,hotel,2.0,6.71,0.36363636363636365,1.1072099696478683
648,filiżanka,rożek,0.0,0.86,0.5,0.9030899869919435
649,koń,wół,1.57,7.57,0.7058823529411765,1.3290587192642247
650,gardło,nos,0.57,7.29,0.18181818181818182,1.1072099696478683
651,kość,ząb,2.0,5.43,0.2857142857142857,1.2041199826559248
652,kość,łokieć,0.57,6.43,0.2857142857142857,1.1072099696478683
653,bekon,fasola,0.57,4.43,0.125,0.8519374645445623
654,kubek,słoik,2.43,5.0,0.875,1.505149978319906
655,dowód,fakt,4.29,7.29,0.3333333333333333,1.2041199826559248
656,spotkanie,zobowiązanie,0.71,2.71,0.2,1.0280287236002434
657,urodziny,rok,0.86,5.14,0.5,1.2041199826559248
658,słowo,wskazówka,0.57,4.43,0.18181818181818182,1.0280287236002434
659,autor,twórca,8.29,9.43,1.0,2.0
660,atom,węgiel,1.86,7.29,0.18181818181818182,0.9030899869919435
661,arcybiskup,biskup,4.86,9.0,0.875,1.505149978319906
662,litera,akapit,1.29,5.57,0.15384615384615385,0.8519374645445623
663,strona,akapit,1.71,6.43,0.2,1.0280287236002434
664,wieża,kaplica,1.14,4.14,0.8,1.3290587192642247
665,mięsień,kość,0.29,5.71,0.3333333333333333,1.3290587192642247
666,mięsień,język,2.71,7.29,0.2857142857142857,1.1072099696478683
667,chłopiec,żołnierz,1.29,4.57,0.8,1.505149978319906
668,brzuch,podbrzusze,5.14,8.29,0.4,1.3290587192642247
669,chłopak,dziewczyna,1.71,8.29,0.8,1.505149978319906
670,łóżko,krzesło,1.43,6.86,0.875,1.505149978319906
671,ubranie,kurtka,3.29,8.14,0.2222222222222222,0.9610819339696304
672,pistolet,nóż,0.86,5.57,0.6,1.3290587192642247
673,puszka,metal,0.43,7.57,0.13333333333333333,0.8519374645445623
674,butelka,pojemnik,3.0,6.71,0.6666666666666666,1.1072099696478683
675,kura,indyk,2.14,7.71,0.10526315789473684,0.8061799739838872
676,mięso,chleb,0.43,5.86,0.7692307692307693,1.3290587192642247
677,ramię,kość,0.57,5.86,0.6666666666666666,1.3290587192642247
678,szyja,kręgosłup,2.71,7.43,0.18181818181818182,0.8519374645445623
679,jabłko,cytryna,1.71,7.43,0.375,0.9030899869919435
680,udręka,żal,2.71,5.86,0.2,1.2041199826559248
681,przydział,zadanie,3.43,6.14,0.18181818181818182,0.9030899869919435
682,noc,świt,0.43,7.57,0.6666666666666666,1.505149978319906
683,obiad,zupa,2.29,7.43,0.7142857142857143,1.2041199826559248
684,cielak,byk,4.71,7.86,0.6666666666666666,1.505149978319906
685,śnieg,burza,0.29,5.29,0.5714285714285714,1.3290587192642247
686,paznokieć,dłoń,1.14,6.86,0.5,1.505149978319906
687,pies,koń,0.86,7.57,0.5,1.2041199826559248
688,ramię,szyja,0.29,6.86,0.6,1.2041199826559248
689,piłka,rękawica,0.14,4.86,0.3333333333333333,1.2041199826559248
690,grypa,gorączka,0.29,8.29,0.16666666666666666,1.0280287236002434
691,opłata,pensja,2.14,4.86,0.6,1.2041199826559248
692,nerw,mózg,0.86,8.14,0.2222222222222222,0.9610819339696304
693,bestia,zwierzę,4.14,5.43,0.8,1.505149978319906
694,obiad,kurczak,0.57,5.86,0.13333333333333333,1.0280287236002434
695,dziewczyna,pokojówka,2.71,5.0,0.7272727272727273,1.3290587192642247
696,dziecko,chłopiec,5.14,8.71,0.9230769230769231,1.806179973983887
697,alkohol,wino,4.0,9.14,0.9090909090909091,1.806179973983887
698,nos,usta,1.14,6.29,0.6666666666666666,1.3290587192642247
699,ulica,samochód,0.0,7.29,0.4,0.9030899869919435
700,dzwonek,drzwi,0.0,6.71,0.2857142857142857,1.1072099696478683
701,pudełko,kapelusz,0.0,3.43,0.2222222222222222,1.2041199826559248
702,wiara,wrażenie,0.86,2.57,0.25,1.1072099696478683
703,uprzedzenie,opinia,2.43,6.57,0.2222222222222222,0.9610819339696304
704,uwaga,świadomość,3.43,6.0,0.18181818181818182,0.9610819339696304
705,złość,nastrój,2.86,6.57,0.6666666666666666,1.1072099696478683
706,elegancja,styl,5.86,8.14,0.25,1.2041199826559248
707,piękno,wiek,0.14,2.57,0.3333333333333333,1.2041199826559248
708,książka,motyw,0.0,3.0,0.46153846153846156,1.0280287236002434
709,przyjaciółka,matka,1.43,5.0,N/A,N/A
710,witamina,żelazo,1.29,5.0,0.5714285714285714,1.2041199826559248
711,samochód,fabryka,0.0,6.71,0.125,1.0280287236002434
712,pakt,warunek,2.57,6.14,0.2,0.9030899869919435
713,rozdział,wybór,0.0,0.57,0.2,0.9610819339696304
714,arytmetyka,rytm,0.0,0.14,0.2857142857142857,1.1072099696478683
715,zwycięzca,obecność,0.0,0.0,0.16666666666666666,0.9610819339696304
716,wiara,kwiat,0.0,0.43,0.16666666666666666,0.9030899869919435
717,zwycięzca,cel,0.0,5.14,0.2222222222222222,0.9610819339696304
718,sztuczka,rozmiar,0.0,0.0,0.4444444444444444,1.1072099696478683
719,wybór,styl,0.0,1.43,0.2222222222222222,1.0280287236002434
720,hymn,podbój,0.0,1.29,0.13333333333333333,0.7647872888256622
721,wytrzymałość,zespół,0.0,0.0,0.2857142857142857,1.2041199826559248
722,więzienie,wybór,0.0,1.29,0.18181818181818182,0.8519374645445623
723,warunek,chłopiec,0.0,0.0,0.2,1.0280287236002434
724,kwiat,wytrzymałość,0.0,0.86,0.2,1.0280287236002434
725,luka,porozumienie,0.0,0.57,0.2222222222222222,1.0280287236002434
726,doktor,usposobienie,0.0,0.29,0.2,0.9610819339696304
727,bractwo,drzwi,0.0,0.0,0.16666666666666666,0.9030899869919435
728,zadanie,kobieta,0.0,1.29,0.2222222222222222,1.0280287236002434
729,bractwo,baseball,0.0,0.43,0.18181818181818182,0.9610819339696304
730,cent,rozmiar,0.0,0.43,0.2,1.1072099696478683
731,obecność,drzwi,0.0,0.14,0.18181818181818182,1.0280287236002434
732,mysz,zarząd,0.0,0.0,0.15384615384615385,0.8061799739838872
733,zadanie,autostrada,0.0,0.0,0.16666666666666666,0.8519374645445623
734,trunek,wiek,0.0,1.86,0.25,1.0280287236002434
735,zadanie,słoma,0.0,0.0,0.2,0.9030899869919435
736,wyspa,zadanie,0.0,0.0,0.2222222222222222,0.9610819339696304
737,noc,rozdział,0.0,0.0,0.25,1.0280287236002434
738,zanieczyszczenie,prezydent,0.0,0.14,0.18181818181818182,0.9030899869919435
739,pistolet,sztuczka,0.0,0.71,0.18181818181818182,0.9030899869919435
740,kąpiel,sztuczka,0.0,0.14,0.4444444444444444,1.1072099696478683
741,dieta,jabłko,0.57,3.86,0.16666666666666666,0.8519374645445623
742,cent,żona,0.0,0.0,0.14285714285714285,0.8519374645445623
743,rozdział,opowieść,1.86,5.43,0.15384615384615385,0.9030899869919435
744,danie,żołądek,0.14,4.86,0.2857142857142857,1.1072099696478683
745,hymn,słoma,0.0,0.0,0.15384615384615385,0.9030899869919435
746,dentysta,pułkownik,0.14,1.86,0.5,0.9610819339696304
747,żona,słoma,0.0,0.0,0.15384615384615385,0.8519374645445623
748,dziura,żona,0.0,0.0,0.16666666666666666,0.8519374645445623
749,uczeń,prezydent,0.14,0.29,0.6153846153846154,1.1072099696478683
750,kąpiel,żona,0.0,0.43,0.18181818181818182,0.9030899869919435
751,ludzie,cent,0.0,1.29,N/A,N/A
752,wzór,logarytm,1.86,5.29,0.14285714285714285,0.8519374645445623
753,kobieta,futro,0.0,2.71,0.2,0.9610819339696304
754,jabłko,słońce,0.0,2.0,0.18181818181818182,0.8519374645445623
755,pistolet,świt,0.0,0.86,0.2222222222222222,0.9610819339696304
756,posiłek,talia,0.0,1.57,0.18181818181818182,1.2041199826559248
757,aparat,prezydent,0.0,0.29,0.13333333333333333,0.8061799739838872
758,trunek,grupa,0.0,0.0,N/A,N/A
759,żołądek,żyła,0.29,2.0,0.6,1.2041199826559248
760,pistolet,futro,0.0,0.0,0.18181818181818182,1.0280287236002434
761,trener,baseball,0.14,5.86,0.2222222222222222,0.9610819339696304
762,robotnik,kamera,0.0,0.29,0.2,0.9030899869919435
763,pokład,mysz,0.0,1.43,0.16666666666666666,0.8519374645445623
764,ryż,chłopiec,0.0,0.14,0.15384615384615385,0.9610819339696304
765,ludzie,pistolet,0.0,1.0,N/A,N/A
766,klif,ogon,0.0,0.0,0.16666666666666666,0.9030899869919435
767,kostka,okno,0.0,0.0,0.15384615384615385,0.9030899869919435
768,księżniczka,wyspa,0.0,0.0,0.2222222222222222,0.9610819339696304
769,pojemnik,mysz,0.0,0.14,0.14285714285714285,0.9030899869919435
770,wóz,kontener,0.57,2.29,0.18181818181818182,1.0280287236002434
771,ludzie,balon,0.0,1.0,N/A,N/A
772,dolar,ludzie,0.0,1.29,N/A,N/A
773,kąpiel,balon,0.0,0.0,0.16666666666666666,0.8519374645445623
774,żołądek,sypialnia,0.0,0.0,0.2222222222222222,0.9610819339696304
775,rower,sypialnia,0.0,0.14,0.15384615384615385,0.8519374645445623
776,kloc,kąpiel,0.0,0.0,0.25,1.0280287236002434
777,miska,ogon,0.0,0.57,0.15384615384615385,0.9030899869919435
778,iść,przyjść,5.29,8.57,0.15384615384615385,1.1072099696478683
779,wziąć,ukraść,3.43,6.86,0.625,1.0280287236002434
780,słuchać,słyszeć,6.43,9.0,0.2857142857142857,1.1072099696478683
781,myśleć,racjonalizować,4.0,7.57,0.25,1.1072099696478683
782,wystąpić,nastąpić,3.57,6.14,0.2222222222222222,1.2041199826559248
783,zanikać,znikać,7.14,8.71,0.16666666666666666,0.8519374645445623
784,mnożyć,dzielić,1.29,7.0,0.5454545454545454,1.1072099696478683
785,nalegać,błagać,5.43,7.29,0.14285714285714285,1.2041199826559248
786,zacząć,zapoczątkować,8.14,9.0,0.6666666666666666,1.505149978319906
787,chronić,bronić,7.0,8.57,0.2222222222222222,1.1072099696478683
788,zabić,zniszczyć,4.0,6.71,0.6666666666666666,1.3290587192642247
789,stworzyć,zrobić,7.43,8.43,0.9090909090909091,1.806179973983887
790,akceptować,odrzucić,1.0,7.0,0.2,0.9610819339696304
791,ignorować,unikać,4.86,5.71,0.2222222222222222,1.0280287236002434
792,nieść,przynieść,5.71,7.86,0.16666666666666666,0.8061799739838872
793,wyjść,wejść,1.0,6.86,0.14285714285714285,1.1072099696478683
794,decydować,wybrać,5.43,7.71,0.2857142857142857,1.1072099696478683
795,przegrać,zawieść,3.0,6.0,0.36363636363636365,0.9610819339696304
796,zachęcić,zniechęcić,0.57,7.0,0.5,1.1072099696478683
797,osiągnąć,spełnić,3.86,6.86,0.7692307692307693,1.3290587192642247
798,stworzyć,skonstruować,7.43,8.43,0.2,1.3290587192642247
