,word1,word2,similarity,relatedness,euclidean_metric,cosine_metric,wu_palmer,leacock_chodorow
270,siła,moc,8.43,9.43,0.3880558013916016,6.908950507640839,0.5714285714285714,1.3290587192642247
271,fraza,słowo,4.29,8.14,0.5840189456939697,7.902446389198303,0.6666666666666666,1.2041199826559248
272,zespół,parada,0.0,4.86,0.17214441299438474,5.591999031603336,0.25,1.0280287236002434
273,żołądek,talia,0.0,2.57,0.2264267206192017,5.945027694106102,0.2222222222222222,0.9610819339696304
274,chmura,burza,1.29,7.43,0.4624624252319336,7.308789789676666,0.6666666666666666,1.505149978319906
275,radość,duma,0.71,4.43,0.4429371356964111,7.206545323133469,0.14285714285714285,0.9030899869919436
276,hałas,grzechot,4.14,7.14,0.3874680995941162,6.905682384967804,0.6666666666666666,1.3290587192642247
277,deszcz,mgła,1.57,5.57,0.5671162605285645,7.824319899082184,0.5714285714285714,1.3290587192642247
278,piwo,napój,3.43,8.14,0.7485460042953491,8.588292300701141,0.8,1.505149978319906
279,mężczyzna,wujek,3.43,7.86,0.16468441486358645,5.54233081638813,0.7272727272727273,1.3290587192642247
280,jabłko,sok,0.0,5.29,0.5824255347251892,7.8951433300971985,0.18181818181818185,1.1072099696478683
281,inteligencja,logika,3.86,6.57,0.3778263330459595,6.8518154323101035,0.8,1.505149978319906
282,komunikacja,język,2.57,7.57,0.29734909534454346,6.384076923131943,0.2222222222222222,1.1072099696478683
283,norka,futro,1.71,7.43,0.4529514312744141,7.259223312139512,0.16666666666666666,0.8519374645445623
284,motłoch,tłum,6.43,8.29,0.4845517873764038,7.422162741422652,0.4615384615384616,1.3290587192642247
285,brzeg,wybrzeże,7.71,9.14,0.4850066900253296,7.424471825361253,0.2222222222222222,1.1072099696478683
286,drut,sznur,2.71,3.86,0.4871814250946045,7.43549644947052,0.16666666666666666,1.1072099696478683
287,ptak,indyk,3.43,8.29,0.3928126096725464,6.935340315103531,0.1111111111111111,0.8519374645445623
288,łóżko,łóżeczko,8.57,9.71,0.7279922962188721,8.510010242462156,0.875,1.505149978319906
289,kompetencja,umiejętność,7.29,8.57,0.4317185878753662,7.146937102079392,0.8571428571428571,1.8061799739838869
290,chmura,mgiełka,3.57,6.43,0.4683256149291992,7.339120209217071,,
291,kolacja,posiłek,4.43,8.86,0.6094800233840942,8.017435669898987,0.9230769230769232,1.8061799739838869
292,pręt,klatka,0.86,6.86,0.4362438917160034,7.1710577607154855,0.7142857142857143,1.2041199826559248
293,woda,sól,0.0,4.43,0.4337198734283447,7.157616764307022,0.2,0.9030899869919436
294,zmysł,intuicja,6.14,8.14,0.534787654876709,7.67091304063797,0.75,1.505149978319906
295,sytuacja,stan,6.14,7.57,0.3357949256896973,6.6115665435791025,0.2857142857142857,1.2041199826559248
296,przestępstwo,kradzież,6.0,8.43,0.6531029343605042,8.206913769245148,0.9090909090909092,1.8061799739838869
297,styl,moda,5.43,8.29,0.3866662979125977,6.90122053027153,0.2857142857142857,1.1072099696478683
298,rubież,granica,7.57,9.0,0.5126416087150574,7.562808692455293,0.2222222222222222,1.1072099696478683
299,ramię,ciało,1.14,7.86,0.2935713529586792,6.3613249361515045,0.2,0.9030899869919436
300,łódź,samochód,0.71,6.0,0.23931794442106336,6.026701902334567,0.6153846153846154,1.1072099696478683
301,kanapka,lunch,1.0,7.14,0.5736032724380493,7.854472994804382,0.7142857142857143,1.2041199826559248
302,narzeczona,księżniczka,1.0,2.71,0.4964969158172608,7.482453882694244,0.625,1.0280287236002434
303,bohaterka,bohater,3.14,9.29,0.7281773090362549,8.510724604129791,,
304,samochód,wskaźnik,0.0,4.57,0.2609751224517822,6.1620431393384925,0.18181818181818185,0.9030899869919436
305,owad,pszczoła,4.71,8.43,0.7325880527496338,8.527697324752808,0.8235294117647058,1.3290587192642247
306,łóżeczko,kołyska,5.71,8.57,0.5680569410324097,7.828705906867981,0.8235294117647058,1.3290587192642247
307,zwierzę,człowiek,1.57,4.43,0.4767668247222901,7.3824845254421225,0.3478260869565217,1.3290587192642247
308,marihuana,zioło,7.29,8.86,0.3884236812591553,6.910995692014693,1.0,2.0
309,łóżko,szpital,0.0,6.43,0.4431909322738648,7.207886278629303,0.15384615384615385,0.8519374645445623
310,policzek,język,0.43,5.57,0.21661102771759036,5.882282629609108,0.18181818181818185,0.9030899869919436
311,dysk,komputer,0.14,7.57,0.525227427482605,7.624545991420746,0.6666666666666666,1.1072099696478683
312,krzywa,kąt,1.29,5.71,0.4848065376281738,7.423455864191054,0.2222222222222222,1.1072099696478683
313,trawa,mech,2.0,6.29,0.5559006333351135,7.771691679954529,0.8,1.3290587192642247
314,szkoła,prawo,0.0,2.57,0.3023786544799805,6.414258182048798,0.25,1.0280287236002434
315,stopa,głowa,0.29,6.0,0.3331904411315918,6.596388518810272,0.5,1.2041199826559248
316,matka,opiekunka,5.57,8.0,0.4041564464569092,6.997817605733872,0.2222222222222222,1.2041199826559248
317,ortodonta,dentysta,3.29,8.86,0.7476376295089722,8.584877550601961,0.9411764705882352,1.8061799739838869
318,alkohol,whisky,3.29,8.57,0.4824568033218384,7.411515116691589,0.7692307692307693,1.3290587192642247
319,usta,ząb,1.43,7.14,0.2825092077255249,6.2942907214164725,0.6666666666666666,1.2041199826559248
320,śniadanie,bekon,0.29,4.71,0.3210083246231079,6.524946838617325,0.125,0.9610819339696304
321,łazienka,sypialnia,0.29,6.57,0.7698978185653687,8.667377531528473,0.6666666666666666,1.3290587192642247
322,talerz,miska,1.71,7.43,0.7281631827354431,8.510670363903046,0.875,1.505149978319906
323,mięso,bekon,3.14,8.29,0.5196507573127747,7.59728878736496,0.7142857142857143,1.2041199826559248
324,powietrze,hel,1.43,5.71,0.3789910078048706,6.858347356319428,0.5454545454545454,1.1072099696478683
325,robotnik,pracodawca,1.0,7.29,0.3733378648757935,6.826581209897995,0.7272727272727273,1.3290587192642247
326,ciało,pierś,2.29,7.14,0.2867485284805298,6.320052593946457,0.25,1.0280287236002434
327,syn,ojciec,1.14,8.57,0.7236364483833313,8.493149280548097,0.6153846153846154,1.1072099696478683
328,serce,operacja,0.0,4.29,0.25613701343536377,6.1320119351148605,0.2857142857142857,1.1072099696478683
329,kobieta,sekretarka,2.14,6.0,0.2613676786422729,6.164475083351135,0.25,1.1072099696478683
330,mężczyzna,ojciec,2.71,7.57,0.25700020790100103,6.1373789608478555,0.6666666666666666,1.2041199826559248
331,plaża,wyspa,0.57,6.14,0.4739841222763062,7.368228733539581,0.16666666666666666,0.9610819339696304
332,opowiadanie,temat,0.14,4.86,0.3574926853179932,6.736692935228348,0.18181818181818185,0.9030899869919436
333,gra,zabawa,7.43,8.71,0.3680709600448608,6.7968419194221505,0.7142857142857143,1.2041199826559248
334,weekend,tydzień,0.71,7.86,0.550803542137146,7.747565805912018,0.4,1.3290587192642247
335,para,duet,9.0,9.57,0.4538358449935913,7.2638511657714835,1.0,2.0
336,kobieta,żona,3.14,7.57,0.3676691055297852,6.794566959142685,0.8333333333333334,1.505149978319906
337,owca,bydło,0.71,4.57,0.7257288694381714,8.501260578632357,0.1176470588235294,0.7269987279362623
338,torebka,torba,8.43,9.43,0.7092012763023376,8.436593413352966,0.9333333333333332,1.8061799739838869
339,sufit,katedra,0.29,4.14,0.20822417736053467,5.828288048505782,0.16666666666666666,0.9030899869919436
340,ziarno,kawa,1.14,7.14,0.3693515062332153,6.804085224866867,0.18181818181818185,0.9610819339696304
341,drewno,papier,0.57,5.57,0.3811033964157105,6.870175898075104,0.7272727272727273,1.3290587192642247
342,wierzch,strona,2.29,5.0,0.1990034580230713,5.76852060854435,0.8571428571428571,1.8061799739838869
343,przestępstwo,oszustwo,6.0,8.14,0.6118317246437073,8.027893006801605,0.2857142857142857,1.505149978319906
344,ból,rana,0.57,7.43,0.4311251640319824,7.143766283988953,0.3636363636363637,0.9610819339696304
345,kochanek,towarzysz,2.86,5.14,0.3235515356063843,6.53992235660553,0.5714285714285714,1.1072099696478683
346,wieczór,zmierzch,6.43,8.29,0.4793144464492798,7.395502924919128,0.25,1.0280287236002434
347,ojciec,córka,0.43,8.57,0.6311466097831726,8.11273455619812,0.6666666666666666,1.1072099696478683
348,wino,trunek,4.57,8.14,0.7301218509674072,8.518219292163849,0.9090909090909092,1.8061799739838869
349,krowa,koza,0.86,6.86,0.5872510075569153,7.917223274707794,0.7058823529411765,1.3290587192642247
350,wiara,opinia,2.14,3.57,0.25347554683685297,6.115441471338272,0.4,1.0280287236002434
351,rzeczywistość,iluzja,0.71,6.71,0.4357260465621948,7.168302983045577,0.25,1.0280287236002434
352,pakt,porozumienie,8.29,9.14,0.4830564260482788,7.414564788341522,0.7272727272727273,1.3290587192642247
353,bogactwo,bieda,0.43,7.43,0.40493106842041016,7.002060860395432,0.3333333333333333,1.2041199826559248
354,wypadek,awaria,3.29,6.57,0.5338068008422852,7.666176855564117,0.6666666666666666,1.505149978319906
355,bitwa,podbój,3.71,7.14,0.3728495836257935,6.823830157518388,0.16666666666666666,0.8519374645445623
356,przyjaciel,nauczyciel,0.86,3.43,0.3785848617553711,6.85607060790062,0.5714285714285714,1.1072099696478683
357,choroba,infekcja,6.29,8.14,0.6856303215026855,8.342005610466003,0.8,1.505149978319906
358,gra,sztuczka,3.14,4.29,0.2687128782272339,6.209829971194267,0.16666666666666666,1.0280287236002434
359,brat,syn,1.43,6.71,0.7903019189834595,8.740821480751038,0.6666666666666666,1.2041199826559248
360,ciotka,siostrzeniec,0.57,7.14,0.641797661781311,8.158721625804901,0.6153846153846154,1.2041199826559248
361,robotnik,mechanik,4.43,7.0,0.3824489116668701,6.877698451280594,0.8333333333333334,1.505149978319906
362,lekarz,ortodonta,3.86,7.43,0.502720832824707,7.513585388660432,0.5333333333333333,1.3290587192642247
363,dąb ,klon,2.43,7.43,0.43613376618814814,7.170471576344676,0.8888888888888888,1.505149978319906
364,pszczoła,królowa,0.71,5.14,0.2694740295410156,6.214514300227165,,
365,samochód,rower,0.71,6.71,0.5373576879501343,7.683299481868744,0.7058823529411765,1.2041199826559248
366,cel,poszukiwanie,0.14,5.0,0.22338318824768064,5.9256235510110855,0.25,1.0280287236002434
367,sierpień,miesiąc,3.29,8.86,0.5330153107643127,7.662351429462433,0.8571428571428571,1.8061799739838869
368,armia,brygada,3.43,7.0,0.6012183427810669,7.980478703975677,0.4444444444444444,1.3290587192642247
369,chmura,pogoda,0.29,7.0,0.3769439458847046,6.846862733364105,0.6666666666666666,1.505149978319906
370,lekarz,doktor,8.86,9.57,0.5412396788597107,7.701947093009949,1.0,2.0
371,kanion,dolina,5.71,8.29,0.5207585692405701,7.602716088294983,0.8,1.505149978319906
372,rzeka,dolina,0.14,5.71,0.6879595518112183,8.351475894451141,0.16666666666666666,0.9610819339696304
373,słońce,niebo,0.29,8.57,0.4365911483764648,7.172904163599013,0.25,1.0280287236002434
374,cel,strzała,0.0,6.0,0.2046294212341309,5.8050378412008286,0.2,1.0280287236002434
375,czekolada,ciasto,0.86,5.57,0.5802593231201172,7.885192632675171,0.2,1.1072099696478683
376,okoliczność,sytuacja,7.57,8.57,0.4592405557632446,7.292049825191497,0.3333333333333333,1.2041199826559248
377,opinia,wybór,0.14,5.0,0.2724318504333496,6.232690736651421,0.2,0.9030899869919436
378,rytm,melodia,1.86,8.14,0.5590074062347412,7.786332368850707,0.2222222222222222,1.3290587192642247
379,jelito,nerw,0.29,2.71,0.4124835729598999,7.043270319700241,0.2222222222222222,0.9610819339696304
380,dzień,świt,3.14,7.29,0.2877962589263916,6.326405107975006,0.3333333333333333,1.2041199826559248
381,bydło,wołowina,1.0,6.14,0.5072039961814879,7.535890340805054,0.125,0.8519374645445623
382,doktor,profesor,2.57,8.86,0.7458975911140442,8.578324019908905,0.5714285714285714,1.1072099696478683
383,ramię,żyła,0.29,4.0,0.21766281127929688,5.889028385281563,0.5454545454545454,1.1072099696478683
384,pokój,łazienka,2.57,6.29,0.5167478919029236,7.583038508892058,0.75,1.505149978319906
385,korporacja,biznes,3.29,6.71,0.4447164535522461,7.215941697359085,0.7058823529411765,1.1072099696478683
386,rozrywka,futbol,1.86,5.29,0.325167179107666,6.549419015645982,0.2,1.2041199826559248
387,wzgórze,klif,1.57,5.57,0.4849991798400879,7.4244339764118195,0.18181818181818185,0.9610819339696304
388,kość,kostka,5.86,8.0,0.425992488861084,7.116270065307617,0.18181818181818185,0.9610819339696304
389,jabłko,cukierek,0.29,3.29,0.4215768575668335,7.0925089716911325,0.5714285714285714,1.1072099696478683
390,pomocnik,służący,3.86,6.43,0.2768096923828125,6.259513795375824,0.6666666666666666,1.2041199826559248
391,lider,menedżer,5.86,7.57,0.3714364767074585,6.815860718488692,0.6153846153846154,1.1072099696478683
392,cytryna,herbata,0.14,6.43,0.5806724429130554,7.887092232704163,0.15384615384615385,0.8519374645445623
393,pszczoła,mrówka,1.57,6.71,0.5946766138076782,7.950973808765411,0.9,1.505149978319906
394,koszykówka,bejsbol,1.0,7.14,0.2845836877822876,6.306907832622527,0.16666666666666666,0.8061799739838872
395,ryż,ziarnko,1.71,6.29,0.35157930850982666,6.702824831008911,0.15384615384615385,1.1072099696478683
396,łóżko,mebel,3.29,7.86,0.3764091730117798,6.843859255313872,0.9333333333333332,1.8061799739838869
397,emocja,pasja,4.86,6.14,0.3835054636001587,6.883600205183028,0.2,1.1072099696478683
398,anarchia,chaos,6.71,8.29,0.5641352534294128,7.810393273830414,0.5714285714285714,1.505149978319906
399,przestępstwo,naruszenie,4.0,6.57,0.5527147054672241,7.756626605987549,0.2222222222222222,1.0280287236002434
400,maszyna,silnik,3.0,6.71,0.5774905681610107,7.872441112995148,0.8,1.3290587192642247
401,plaża,morze,0.14,8.14,0.5823293924331665,7.894701957702638,0.14285714285714285,1.0280287236002434
402,kręgielnia,kula,0.0,7.71,0.27314162254333496,6.237047091126442,0.6153846153846154,1.1072099696478683
403,słoik,butelka,1.71,6.57,0.7354524731636047,8.538667559623718,0.875,1.505149978319906
404,siła,zdolność,2.0,4.29,0.3219047784805298,6.530228704214097,0.6666666666666666,1.505149978319906
405,nasiona,musztarda,0.0,2.43,0.17103405691138485,5.584623846645934,0.2,1.3290587192642247
406,gitara,bęben,1.14,6.57,0.4849152565002442,7.42400735616684,0.625,1.0280287236002434
407,opinia,idea,1.43,3.57,0.27062368392944336,6.221584677696228,0.25,1.0280287236002434
408,północ,zachód,0.43,7.29,0.9447546005249025,9.229256808757784,0.16666666666666666,0.9030899869919436
409,dieta,sałatka,0.14,5.71,0.3875685930252075,6.906241625547409,0.15384615384615385,0.9030899869919436
410,matka,żona,3.0,8.29,0.6395407915115356,8.149025440216063,0.75,1.2041199826559248
411,tata,matka,2.43,8.86,0.42971694469451904,7.136235237121582,0.8571428571428571,1.505149978319906
412,kapitan,żeglarz,4.86,8.0,0.4440926313400269,7.212648987770081,,
413,metr,jard,1.86,8.57,0.5166544914245605,7.582579553127289,0.7142857142857143,1.3290587192642247
414,piwo,szampan,1.29,8.14,0.5380203127861023,7.686488032341003,0.7142857142857143,1.2041199826559248
415,silnik,łódź,0.0,5.57,0.1993810341340465,5.77097603736176,0.16666666666666666,0.9610819339696304
416,karta,brydż,0.71,8.71,0.311334490776062,6.467685848474503,0.2857142857142857,1.1072099696478683
417,nauka,psychologia,2.86,7.0,0.4768457412719727,7.382888197898865,0.875,1.505149978319906
418,grzesznik,święty,0.29,6.14,0.25892722606658936,6.1493465304374695,0.6666666666666666,1.2041199826559248
419,destrukcja,konstrukcja,0.86,6.14,0.2550691366195679,6.125367879867554,0.25,1.1072099696478683
420,tłum,zgraja,6.14,7.43,0.4257141351699829,7.114775031805039,0.7272727272727273,1.3290587192642247
421,plaża,rafa,0.14,3.43,0.4389966726303101,7.185679972171784,0.18181818181818185,0.9030899869919436
422,mężczyzna,dziecko,1.0,4.43,0.3680408000946045,6.796670705080032,0.7272727272727273,1.3290587192642247
423,chleb,ser,0.71,5.29,0.5013515949249268,7.5067535042762765,0.7692307692307693,1.3290587192642247
424,mistrz,zwycięzca,5.71,6.86,0.5306732654571533,7.651014029979706,0.9230769230769232,1.8061799739838869
425,uroczystość,ceremonia,8.71,9.29,0.6895926594734192,8.35809975862503,0.8571428571428571,1.8061799739838869
426,menu,zamówienie,0.43,6.43,0.2355934381484985,6.003189906477928,0.18181818181818185,0.8519374645445623
427,król,księżniczka,1.14,8.14,0.5260638594627379,7.628621160984039,0.5333333333333333,0.9610819339696304
428,bogactwo,prestiż,1.29,6.43,0.3535555601119995,6.714162826538086,0.2,0.9030899869919436
429,wytrzymałość,siła,4.29,6.43,0.3457263708114624,6.6691312193870536,0.6666666666666666,1.505149978319906
430,niebezpieczeństwo,zagrożenie,9.29,9.71,0.8681178092956543,9.001812040805818,0.25,1.0280287236002434
431,bóg,ksiądz,0.0,6.0,0.17588722705841064,5.616813749074937,0.6,1.2041199826559248
432,mężczyźni,bractwo,2.43,5.14,0.2435919619264291,6.053597245431623,0.16666666666666666,0.9610819339696304
433,kumpel,kompan,7.71,8.57,0.4993116855621338,7.496557533740997,0.8421052631578947,1.8061799739838869
434,nauczyciel,pomocnik,0.71,3.43,0.31370186805725103,6.481741666793822,0.6666666666666666,1.2041199826559248
435,ciało,żołądek,0.43,6.14,0.3312329053878784,6.584958732128142,0.2222222222222222,0.9610819339696304
436,język,gardło,1.0,5.43,0.2384976148605347,6.02152980864048,0.18181818181818185,0.9030899869919436
437,dom,dywan,0.14,4.14,0.2159219980239868,5.877859517931937,0.375,1.0280287236002434
438,inteligencja,umiejętność,3.71,6.14,0.4421705007553101,7.202491909265517,0.5714285714285714,1.3290587192642247
439,podróż,podbój,1.29,4.0,0.4246455430984497,7.10903212428093,0.14285714285714285,0.8519374645445623
440,bóg,modlitwa,0.0,8.29,0.42827165126800537,7.128495872020721,0.25,1.0280287236002434
441,brat,dusza,0.0,1.14,0.2596319913864136,6.153718009591103,0.6666666666666666,1.2041199826559248
442,adwersarz,oponent,9.43,9.86,0.9248116016387941,9.172896146774294,0.9090909090909092,1.8061799739838869
443,śmierć,katastrofa,1.86,6.71,0.4065679311752319,7.011015862226486,0.2857142857142857,1.2041199826559248
444,potwór,demon,6.86,8.14,0.5747392773628235,7.859731614589691,0.6,1.2041199826559248
445,dzień,poranek,4.14,8.57,0.3444021940231323,6.661484241485597,,
446,człowiek,zwycięzca,1.29,4.29,0.21921908855438232,5.8990005403757095,0.8,1.505149978319906
447,znajomy,facet,3.71,5.29,0.39369475841522217,6.940222233533858,0.7272727272727273,1.3290587192642247
448,piosenka,opowieść,1.86,4.0,0.4083249568939209,7.020614445209503,0.7142857142857143,1.2041199826559248
449,promień,słońce,2.57,8.14,0.5231653451919556,7.614485025405884,0.4444444444444444,1.1072099696478683
450,facet,ogier,0.86,2.71,0.25914645195007324,6.15070603787899,0.3076923076923077,1.0280287236002434
451,kurczak,ryż,0.29,5.71,0.5372340083122253,7.682704627513885,0.125,0.8519374645445623
452,kabina,winda,3.29,6.43,0.4611321687698364,7.301884293556213,0.16666666666666666,1.1072099696478683
453,masło,ziemniak,0.29,5.86,0.6290494203567505,8.103612959384918,0.4615384615384616,1.1072099696478683
454,mieszkanie,meble,0.14,7.0,0.2288774832719596,5.960618986451108,0.18181818181818185,0.9030899869919436
455,jezioro,bagno,1.57,5.0,0.5662100315093994,7.82009094953537,0.16666666666666666,1.0280287236002434
456,sałatka,ocet,0.14,5.29,0.6183655261993408,8.056801855564117,0.15384615384615385,1.2041199826559248
457,kwiat,cebulka,0.29,5.86,0.464337944984436,7.318510562181473,,
458,chmura,mgła,2.71,6.57,0.6008255481719971,7.978713512420653,0.6666666666666666,1.505149978319906
459,kierowca,pilot,3.43,6.57,0.5495014190673828,7.741381227970122,0.6153846153846154,1.2041199826559248
460,cukier,miód,1.57,6.71,0.6138986349105835,8.037061393260956,0.8333333333333334,1.505149978319906
461,ciało,bark,1.71,7.86,0.2614758014678955,6.165144890546799,0.15384615384615385,0.7647872888256622
462,idea,wyobrażenie,6.43,7.71,0.3693391084671021,6.804015040397644,0.6666666666666666,1.3290587192642247
463,ojciec,brat,1.43,7.29,0.6598773002624512,8.235484659671782,0.7692307692307693,1.3290587192642247
464,księżyc,planeta,2.43,6.86,0.6576206684112549,8.225992918014526,0.7272727272727273,1.3290587192642247
465,bal,kostium,0.0,7.0,0.3134937286376953,6.480507403612138,0.14285714285714285,0.8519374645445623
466,barierka,płot,6.0,7.86,0.6017189025878906,7.982727587223053,0.7142857142857143,1.2041199826559248
467,pokój,łóżko,0.0,5.71,0.41845250129699707,7.0756372809410095,0.16666666666666666,0.9610819339696304
468,kwiat,krzew,2.29,6.86,0.5877750515937805,7.919614315032959,0.8,1.505149978319906
469,kość,kolano,0.43,6.57,0.3448442220687866,6.664038151502608,0.5714285714285714,1.3290587192642247
470,ramię,kolano,0.43,6.29,0.3750076293945313,6.835980266332626,0.5,1.2041199826559248
471,dno,strona,0.71,1.71,0.2506513595581055,6.0978203266859055,0.2222222222222222,1.2041199826559248
472,naczynie,żyła,2.29,3.43,0.4405989646911621,7.1941736340522775,0.9090909090909092,1.8061799739838869
473,kot,królik,0.71,6.71,0.5902499556541443,7.930887043476106,0.5714285714285714,1.2041199826559248
474,mięso,kanapka,0.29,4.71,0.4716784954071045,7.356387376785277,0.7692307692307693,1.3290587192642247
475,wiara,koncept,2.29,4.43,0.19144439697265625,5.719205066561699,0.2222222222222222,1.0280287236002434
476,inteligencja,wnikliwość,2.29,6.14,0.3910669088363648,6.925668269395827,0.8,1.505149978319906
477,uwaga,zainteresowanie,7.0,7.86,0.3601648807525635,6.7519401013851175,0.2,0.9030899869919436
478,postawa,pewność,1.14,3.43,0.29653239250183105,6.379165202379228,0.2222222222222222,1.1072099696478683
479,słuszność,sprawiedliwość,3.43,5.71,0.30947649478912354,6.456634402275085,0.5714285714285714,1.3290587192642247
480,prawo,zgoda,0.29,3.43,0.3922669887542725,6.932319700717926,0.2222222222222222,0.9610819339696304
481,głębokość,wielkość,1.43,6.29,0.4811458587646485,7.404841184616089,0.8571428571428571,1.8061799739838869
482,medium,wiadomość,0.29,5.86,0.2050491571426392,5.807756260037423,0.25,1.1072099696478683
483,zwycięzca,kandydat,0.57,4.0,0.35981929302215576,6.749969869852066,0.7272727272727273,1.3290587192642247
484,urodziny,data,2.29,6.14,0.3635289669036865,6.7710842192172995,0.5,1.2041199826559248
485,opłata,płatność,8.71,9.43,0.5741666555404663,7.857081890106201,0.25,1.1072099696478683
486,Biblia,hymn,0.0,1.14,0.2591656446456909,6.150825321674348,0.2222222222222222,0.9610819339696304
487,wyjście,drzwi,6.14,7.57,0.2794808149337769,6.275831758975983,0.2,0.9030899869919436
488,mężczyzna,wartownik,1.14,4.43,0.2544529438018799,6.1215315014123926,0.6666666666666666,1.2041199826559248
489,przejście,hol,3.43,7.0,0.28529202938079834,6.311211287975311,0.2222222222222222,0.9610819339696304
490,whisky,gin,2.57,8.0,0.5495985746383667,7.741842865943909,0.75,1.2041199826559248
491,krew,szpik,0.71,7.71,0.5463625192642212,7.7264392375946045,0.5714285714285714,1.3290587192642247
492,olej,norka,0.0,0.0,0.18999719619750974,5.7097312808036795,0.18181818181818185,0.8519374645445623
493,podłoga,pokład,2.71,5.43,0.3359726667404175,6.612600386142732,0.18181818181818185,1.3290587192642247
494,dach,podłoga,0.43,6.29,0.5843192934989929,7.903822362422942,0.18181818181818185,1.1072099696478683
495,drzwi,podłoga,0.43,5.14,0.581516444683075,7.8909698128700265,0.18181818181818185,1.1072099696478683
496,bark,głowa,1.43,5.29,0.4214491844177246,7.091820240020753,0.15384615384615385,0.7647872888256622
497,wóz,powóz,5.14,8.29,0.6155941486358643,8.044565916061401,0.7058823529411765,1.1072099696478683
498,samochód,pojazd,6.43,8.43,0.8901681900024414,9.070263206958769,0.8333333333333334,1.505149978319906
499,łokieć,kostka,1.0,6.43,0.4837245941162109,7.417960613965987,0.5882352941176471,1.0280287236002434
500,bogactwo,sława,0.71,4.86,0.3723349571228027,6.820928901433946,0.2,0.9030899869919436
501,żal,wstyd,1.86,4.86,0.5625545382499695,7.802990078926086,0.8571428571428571,1.505149978319906
502,administracja,zarząd,5.57,8.0,0.42005562782287603,7.084300369024278,0.4,1.0280287236002434
503,komunikacja,konwersacja,4.29,8.0,0.27253103256225586,6.233299747109412,0.2857142857142857,1.1072099696478683
504,zanieczyszczenie,atmosfera,0.0,6.57,0.3899091482162476,6.919245719909668,0.3333333333333333,1.2041199826559248
505,anatomia,biologia,2.43,6.86,0.5889288187026978,7.924873530864716,,
506,uczelnia,zawód,0.0,5.14,0.3029477596282959,6.417664885520935,0.16666666666666666,0.8519374645445623
507,książka,temat,0.0,5.71,0.4063231945037842,7.009677737951279,0.5,1.1072099696478683
508,wzór,równanie,7.14,8.57,0.4048149585723877,7.001424729824066,0.16666666666666666,0.9030899869919436
509,książka,informacja,0.29,5.29,0.3346831798553467,6.605091840028763,0.25,1.2041199826559248
510,chłopak,partner,7.14,8.71,0.3233020305633545,6.538454443216324,0.8,1.505149978319906
511,niebo,wszechświat,1.71,4.71,0.3815016746520996,6.872403919696808,0.6666666666666666,1.505149978319906
512,populacja,ludzie,6.86,7.86,0.3481435780161401,6.683066941336888,,
513,uczelnia,klasa,1.14,4.43,0.26703548431396484,6.1994968354702005,0.2222222222222222,0.9610819339696304
514,szef,major,1.71,4.14,0.5030897259712219,7.515424787998199,0.6153846153846154,1.2041199826559248
515,rabin,pastor,2.71,7.0,0.4487849473953247,7.237367033958435,0.8333333333333334,1.505149978319906
516,metr,cal,1.71,8.43,0.2745041847229004,6.245400533080101,0.7142857142857143,1.3290587192642247
517,poliester,bawełna,1.0,6.86,0.4736379384994507,7.366452068090439,0.5714285714285714,1.0280287236002434
518,prawnik,bankier,0.71,4.71,0.4844250679016113,7.421519309282303,0.6666666666666666,1.1072099696478683
519,skrzypce,instrument,4.29,8.57,0.5777121782302856,7.873463034629822,0.7692307692307693,1.3290587192642247
520,obóz,chatka,0.57,3.14,0.21841418743133545,5.893844738602638,0.2857142857142857,1.1072099696478683
521,garnek,urządzenie,0.71,2.57,0.2650512456893921,6.187254041433334,0.15384615384615385,0.9030899869919436
522,len,tkanina,3.57,6.29,0.5612358450889587,7.796804308891296,0.14285714285714285,0.9610819339696304
523,whisky,szampan,1.29,7.43,0.5691954493522644,7.834007441997527,0.625,1.0280287236002434
524,dziewczynka,dziecko,4.57,8.0,0.5688097476959229,7.832212150096892,0.9230769230769232,1.8061799739838869
525,chatka,domek,8.0,8.86,0.6002300977706909,7.97603577375412,0.2222222222222222,1.0280287236002434
526,ptak,kura,3.57,8.43,0.4255044460296631,7.113647907972336,0.9523809523809524,1.8061799739838869
527,rakieta,hałas,0.0,6.43,0.2170895338058472,5.885351523756981,0.2222222222222222,0.9610819339696304
528,zachód,wieczór,3.57,7.86,0.2680591344833374,6.205804795026778,0.25,1.0280287236002434
529,mżawka,deszcz,6.57,9.14,0.7353180646896362,8.538153767585754,0.8888888888888888,1.8061799739838869
530,dorosły,niemowlę,1.14,6.86,0.4647126197814941,7.320450395345688,0.6666666666666666,1.2041199826559248
531,grafit,węgiel,5.0,8.29,0.4740331172943115,7.36847996711731,0.9333333333333332,1.8061799739838869
532,ciało,kręgosłup,0.57,7.0,0.3496127128601074,6.691522896289825,0.18181818181818185,0.9610819339696304
533,głowa,paznokieć,0.29,5.0,0.3129922151565552,6.477531939744949,0.2857142857142857,1.1072099696478683
534,drewno,kloc,2.14,6.71,0.3724712133407593,6.821696907281876,0.2,1.0280287236002434
535,łyżeczka,filiżanka,0.29,7.43,0.7803605198860168,8.705298006534576,0.625,1.1072099696478683
536,ciało,nerw,0.43,6.86,0.25010406970977783,6.0944006592035285,0.2,0.9030899869919436
